Land,Code,Label,Ausfuhr: Wert,Einfuhr: Wert
Kokosinseln (Keelinginseln) (ab 2001),WA47,"Halbstoffe aus Holz usw., Papierabfall",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA48,"Papier, Pappe und Waren daraus",14000,4000
Kokosinseln (Keelinginseln) (ab 2001),WA49,"Bücher, Zeitungen, Bilddrucke usw.",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA50,Seide,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA51,"Wolle, feine und grobe Tierhaare",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA52,Baumwolle,3000,0
Kokosinseln (Keelinginseln) (ab 2001),WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA54,Synthetisches oder künstliches Filament,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA55,Synthetische oder künstliche Spinnfaser,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA58,"Spezialgewebe, Spitzen, Tapisserien",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA59,"Getränkte, bestrichene usw. Gewebe",2000,0
Kokosinseln (Keelinginseln) (ab 2001),WA60,Gewirke und Gestricke,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA61,"Bekleidung usw. aus Gewirken, Gestricken",0,6000
Kokosinseln (Keelinginseln) (ab 2001),WA62,"Andere Bekleidung, Bekleidungszubehör",7000,21000
Kokosinseln (Keelinginseln) (ab 2001),WA63,"Andere Konfektion, Spinnstoffwaren usw.",0,7000
Kokosinseln (Keelinginseln) (ab 2001),WA64,"Schuhe, Gamaschen, ähnliche Waren",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA65,Kopfbedeckungen und Teile davon,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA66,"Schirme, Gehstöcke usw., Peitschen",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA68,"Waren aus Steinen, Gips, Zement usw.",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA69,Keramische Waren,0,7000
Kokosinseln (Keelinginseln) (ab 2001),WA70,Glas und Glaswaren,7000,0
Kokosinseln (Keelinginseln) (ab 2001),WA71,"Perlen, Edelsteine, Edelmetalle",0,15000
Kokosinseln (Keelinginseln) (ab 2001),WA72,Eisen und Stahl,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA73,Waren aus Eisen oder Stahl,56000,17000
Kokosinseln (Keelinginseln) (ab 2001),WA74,Kupfer und Waren daraus,2000,0
Kokosinseln (Keelinginseln) (ab 2001),WA75,Nickel und Waren daraus,2000,0
Kokosinseln (Keelinginseln) (ab 2001),WA76,Aluminium und Waren daraus,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA78,Blei und Waren daraus,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA79,Zink und Waren daraus,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA80,Zinn und Waren daraus,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA81,"Andere unedle Metalle, Cermets usw.",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA82,"Werkzeuge, Schneidwaren, Essbestecke",1000,0
Kokosinseln (Keelinginseln) (ab 2001),WA83,Verschiedene Waren aus unedlen Metallen,0,6000
Kokosinseln (Keelinginseln) (ab 2001),WA84,"Maschinen, Apparate, mechanische Geräte",196000,0
Kokosinseln (Keelinginseln) (ab 2001),WA85,Elektrotechnische Erzeugnisse,76000,1000
Kokosinseln (Keelinginseln) (ab 2001),WA86,Schienenfahrzeuge,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA87,"Kraftfahrzeuge, Landfahrzeuge",41000,0
Kokosinseln (Keelinginseln) (ab 2001),WA88,"Luftfahrzeuge, Raumfahrzeuge",1000,0
Kokosinseln (Keelinginseln) (ab 2001),WA89,Wasserfahrzeuge,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA90,"Optische, photografische usw. Erzeugnisse",162000,10000
Kokosinseln (Keelinginseln) (ab 2001),WA91,Uhrmacherwaren,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA92,Musikinstrumente,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA93,Waffen und Munition,1000,0
Kokosinseln (Keelinginseln) (ab 2001),WA94,"Möbel, Beleuchtungskörper usw.",0,114000
Kokosinseln (Keelinginseln) (ab 2001),WA95,"Spielzeug, Spiele usw., Sportgeräte",0,61000
Kokosinseln (Keelinginseln) (ab 2001),WA96,Verschiedene Waren,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA97,"Kunstgegenstände, Sammlungsstücke",0,0
Kokosinseln (Keelinginseln) (ab 2001),WA98,Vollständige Fabrikationsanlagen,0,0
Kokosinseln (Keelinginseln) (ab 2001),WA99,Zusammenstellungen verschiedener Waren,42000,8000
Kolumbien,WA01,Lebende Tiere,4273000,806000
Kolumbien,WA02,Fleisch,529000,0
Kolumbien,WA03,"Fische, Krebs- und Weichtiere",433000,24339000
Kolumbien,WA04,"Milch, Milcherzeugnisse, Eier, Honig",25748000,3000
Kolumbien,WA05,Andere Waren tierischen Ursprungs,3227000,8288000
Kolumbien,WA06,"Pflanzen, Waren des Blumenhandels",138000,69652000
Kolumbien,WA07,"Gemüse, Pflanzen für Ernährung",5453000,20364000
Kolumbien,WA08,Genießbare Früchte und Nüsse,439000,4795615000
Kolumbien,WA09,"Kaffee, Tee, Mate, Gewürze",2676000,2883502000
Kolumbien,WA10,Getreide,2000,17000
Kolumbien,WA11,"Müllereierzeugnisse, Malz usw.",30377000,1615000
Kolumbien,WA12,"Ölsamen usw., Heilpflanzen usw.",23836000,1932000
Kolumbien,WA13,"Schellack, Gummen, Harz, Pflanzensaft",26179000,1665000
Kolumbien,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,0,94000
Kolumbien,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",16144000,426255000
Kolumbien,WA16,"Zubereitungen von Fleisch, Fisch usw.",839000,4624000
Kolumbien,WA17,Zucker und Zuckerwaren,10242000,181823000
Kolumbien,WA18,Kakao und Zubereitungen aus Kakao,40481000,54589000
Kolumbien,WA19,"Zubereitungen aus Getreide usw., Backwaren",47343000,548000
Kolumbien,WA20,"Zubereitungen von Gemüse, Früchten usw.",16916000,29736000
Kolumbien,WA21,Verschiedene Lebensmittelzubereitungen,87621000,408476000
Kolumbien,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",99059000,2621000
Kolumbien,WA23,"Rückstände der Lebensmittelindustrie, Futter",19612000,5936000
Kolumbien,WA24,Tabak,3222000,52318000
Kolumbien,WA25,"Salz, Schwefel, Steine, Erden usw.",169445000,344000
Kolumbien,WA26,"Erze, Schlacken, Aschen",5467000,96190000
Kolumbien,WA27,Mineralische Brennstoffe usw.,101621000,12274322000
Kolumbien,WA28,Anorganische chemische Erzeugnisse,166294000,1296000
Kolumbien,WA29,Organische chemische Erzeugnisse,1296832000,27673000
Kolumbien,WA30,Pharmazeutische Erzeugnisse,3475381000,48754000
Kolumbien,WA31,Düngemittel,467453000,3000
Kolumbien,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",384896000,939000
Kolumbien,WA33,"Etherische Öle, Riech-, Schönheitsmittel",218934000,18955000
Kolumbien,WA34,"Seifen, Waschmittel usw.",313366000,1814000
Kolumbien,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",81595000,6989000
Kolumbien,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",119000,0
Kolumbien,WA37,Photochemische Erzeugnisse,33956000,10000
Kolumbien,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,1043720000,3621000
Kolumbien,WA39,Kunststoffe und Waren daraus,1220983000,206190000
Kolumbien,WA40,Kautschuk und Waren daraus,358328000,718000
Kolumbien,WA41,"Häute, Felle, Leder",940000,10471000
Kolumbien,WA42,"Lederwaren, Sattlerwaren",23512000,10535000
Kolumbien,WA43,"Pelzfelle, künstliches Pelzwerk",151000,724000
Kolumbien,WA44,"Holz, Holzwaren, Holzkohle",105266000,1872000
Kolumbien,WA45,"Kork, Korkwaren",187000,53000
Kolumbien,WA46,"Flechtwaren, Korbmacherwaren",100000,249000
Kolumbien,WA47,"Halbstoffe aus Holz usw., Papierabfall",26317000,92000
Kolumbien,WA48,"Papier, Pappe und Waren daraus",827300000,18367000
Kolumbien,WA49,"Bücher, Zeitungen, Bilddrucke usw.",35973000,1775000
Kolumbien,WA50,Seide,19000,0
Kolumbien,WA51,"Wolle, feine und grobe Tierhaare",672000,61000
Kolumbien,WA52,Baumwolle,28506000,4612000
Kolumbien,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",110000,2000
Kolumbien,WA54,Synthetisches oder künstliches Filament,25248000,1371000
Kolumbien,WA55,Synthetische oder künstliche Spinnfaser,35984000,9000
Kolumbien,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",17931000,3455000
Kolumbien,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",1781000,309000
Kolumbien,WA58,"Spezialgewebe, Spitzen, Tapisserien",3160000,1171000
Kolumbien,WA59,"Getränkte, bestrichene usw. Gewebe",41800000,17876000
Kolumbien,WA60,Gewirke und Gestricke,2962000,546000
Kolumbien,WA61,"Bekleidung usw. aus Gewirken, Gestricken",22708000,22064000
Kolumbien,WA62,"Andere Bekleidung, Bekleidungszubehör",33787000,75051000
Kolumbien,WA63,"Andere Konfektion, Spinnstoffwaren usw.",12120000,45664000
Kolumbien,WA64,"Schuhe, Gamaschen, ähnliche Waren",9947000,1062000
Kolumbien,WA65,Kopfbedeckungen und Teile davon,6339000,953000
Kolumbien,WA66,"Schirme, Gehstöcke usw., Peitschen",490000,0
Kolumbien,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",1281000,6000
Kolumbien,WA68,"Waren aus Steinen, Gips, Zement usw.",72200000,26000
Kolumbien,WA69,Keramische Waren,83031000,747000
Kolumbien,WA70,Glas und Glaswaren,51176000,22438000
Kolumbien,WA71,"Perlen, Edelsteine, Edelmetalle",70683000,130304000
Kolumbien,WA72,Eisen und Stahl,213079000,41520000
Kolumbien,WA73,Waren aus Eisen oder Stahl,375206000,4471000
Kolumbien,WA74,Kupfer und Waren daraus,150952000,59274000
Kolumbien,WA75,Nickel und Waren daraus,4475000,876000
Kolumbien,WA76,Aluminium und Waren daraus,158290000,1403000
Kolumbien,WA78,Blei und Waren daraus,129000,73000
Kolumbien,WA79,Zink und Waren daraus,3016000,22000
Kolumbien,WA80,Zinn und Waren daraus,23000,0
Kolumbien,WA81,"Andere unedle Metalle, Cermets usw.",16555000,253000
Kolumbien,WA82,"Werkzeuge, Schneidwaren, Essbestecke",108641000,3958000
Kolumbien,WA83,Verschiedene Waren aus unedlen Metallen,71276000,1024000
Kolumbien,WA84,"Maschinen, Apparate, mechanische Geräte",5081650000,43076000
Kolumbien,WA85,Elektrotechnische Erzeugnisse,1634921000,14707000
Kolumbien,WA86,Schienenfahrzeuge,7681000,6367000
Kolumbien,WA87,"Kraftfahrzeuge, Landfahrzeuge",2500744000,2456000
Kolumbien,WA88,"Luftfahrzeuge, Raumfahrzeuge",1879189000,2088000
Kolumbien,WA89,Wasserfahrzeuge,35735000,16000
Kolumbien,WA90,"Optische, photografische usw. Erzeugnisse",1984960000,18678000
Kolumbien,WA91,Uhrmacherwaren,5619000,757000
Kolumbien,WA92,Musikinstrumente,4982000,3176000
Kolumbien,WA93,Waffen und Munition,3857000,641000
Kolumbien,WA94,"Möbel, Beleuchtungskörper usw.",127353000,3289000
Kolumbien,WA95,"Spielzeug, Spiele usw., Sportgeräte",37827000,5849000
Kolumbien,WA96,Verschiedene Waren,66666000,46952000
Kolumbien,WA97,"Kunstgegenstände, Sammlungsstücke",1304000,3119000
Kolumbien,WA98,Vollständige Fabrikationsanlagen,91287000,0
Kolumbien,WA99,Zusammenstellungen verschiedener Waren,275807000,137738000
Komoren,WA01,Lebende Tiere,0,0
Komoren,WA02,Fleisch,8086000,0
Komoren,WA03,"Fische, Krebs- und Weichtiere",0,0
Komoren,WA04,"Milch, Milcherzeugnisse, Eier, Honig",3902000,0
Komoren,WA05,Andere Waren tierischen Ursprungs,1000,0
Komoren,WA06,"Pflanzen, Waren des Blumenhandels",0,0
Komoren,WA07,"Gemüse, Pflanzen für Ernährung",0,0
Komoren,WA08,Genießbare Früchte und Nüsse,0,0
Komoren,WA09,"Kaffee, Tee, Mate, Gewürze",0,54074000
Komoren,WA10,Getreide,0,0
Komoren,WA11,"Müllereierzeugnisse, Malz usw.",213000,0
Komoren,WA12,"Ölsamen usw., Heilpflanzen usw.",0,20000
Komoren,WA13,"Schellack, Gummen, Harz, Pflanzensaft",0,0
Komoren,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,0,0
Komoren,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",20000,0
Komoren,WA16,"Zubereitungen von Fleisch, Fisch usw.",11000,0
Komoren,WA17,Zucker und Zuckerwaren,0,0
Komoren,WA18,Kakao und Zubereitungen aus Kakao,0,0
Komoren,WA19,"Zubereitungen aus Getreide usw., Backwaren",10000,0
Komoren,WA20,"Zubereitungen von Gemüse, Früchten usw.",5000,0
Komoren,WA21,Verschiedene Lebensmittelzubereitungen,9000,0
Komoren,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",685000,1000
Komoren,WA23,"Rückstände der Lebensmittelindustrie, Futter",0,0
Komoren,WA24,Tabak,0,0
Komoren,WA25,"Salz, Schwefel, Steine, Erden usw.",0,0
Komoren,WA26,"Erze, Schlacken, Aschen",0,0
Komoren,WA27,Mineralische Brennstoffe usw.,28000,0
Komoren,WA28,Anorganische chemische Erzeugnisse,0,0
Komoren,WA29,Organische chemische Erzeugnisse,0,0
Komoren,WA30,Pharmazeutische Erzeugnisse,1848000,0
Komoren,WA31,Düngemittel,0,0
Komoren,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",28000,0
Komoren,WA33,"Etherische Öle, Riech-, Schönheitsmittel",1000,5381000
Komoren,WA34,"Seifen, Waschmittel usw.",3000,0
Komoren,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",0,0
Komoren,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Komoren,WA37,Photochemische Erzeugnisse,0,0
Komoren,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,86000,0
Komoren,WA39,Kunststoffe und Waren daraus,19000,0
Komoren,WA40,Kautschuk und Waren daraus,44000,0
Komoren,WA41,"Häute, Felle, Leder",0,0
Komoren,WA42,"Lederwaren, Sattlerwaren",22000,0
Komoren,WA43,"Pelzfelle, künstliches Pelzwerk",0,0
Komoren,WA44,"Holz, Holzwaren, Holzkohle",4000,0
Komoren,WA45,"Kork, Korkwaren",0,0
Komoren,WA46,"Flechtwaren, Korbmacherwaren",0,0
Komoren,WA47,"Halbstoffe aus Holz usw., Papierabfall",0,0
Komoren,WA48,"Papier, Pappe und Waren daraus",15000,0
Komoren,WA49,"Bücher, Zeitungen, Bilddrucke usw.",4000,5000
Komoren,WA50,Seide,0,0
Komoren,WA51,"Wolle, feine und grobe Tierhaare",0,0
Komoren,WA52,Baumwolle,0,0
Komoren,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Komoren,WA54,Synthetisches oder künstliches Filament,116000,0
Komoren,WA55,Synthetische oder künstliche Spinnfaser,0,0
Komoren,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",0,0
Komoren,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",0,0
Komoren,WA58,"Spezialgewebe, Spitzen, Tapisserien",0,0
Komoren,WA59,"Getränkte, bestrichene usw. Gewebe",0,0
Komoren,WA60,Gewirke und Gestricke,0,3000
Komoren,WA61,"Bekleidung usw. aus Gewirken, Gestricken",125000,5000
Komoren,WA62,"Andere Bekleidung, Bekleidungszubehör",37000,2000
Komoren,WA63,"Andere Konfektion, Spinnstoffwaren usw.",54000,0
Komoren,WA64,"Schuhe, Gamaschen, ähnliche Waren",22000,0
Komoren,WA65,Kopfbedeckungen und Teile davon,0,0
Komoren,WA66,"Schirme, Gehstöcke usw., Peitschen",0,0
Komoren,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,1000
Komoren,WA68,"Waren aus Steinen, Gips, Zement usw.",22000,0
Komoren,WA69,Keramische Waren,5000,0
Komoren,WA70,Glas und Glaswaren,0,0
Komoren,WA71,"Perlen, Edelsteine, Edelmetalle",0,19000
Komoren,WA72,Eisen und Stahl,0,0
Komoren,WA73,Waren aus Eisen oder Stahl,266000,0
Komoren,WA74,Kupfer und Waren daraus,6000,0
Komoren,WA75,Nickel und Waren daraus,0,0
Komoren,WA76,Aluminium und Waren daraus,45000,0
Komoren,WA78,Blei und Waren daraus,0,0
Komoren,WA79,Zink und Waren daraus,1000,0
Komoren,WA80,Zinn und Waren daraus,0,0
Komoren,WA81,"Andere unedle Metalle, Cermets usw.",0,0
Komoren,WA82,"Werkzeuge, Schneidwaren, Essbestecke",306000,0
Komoren,WA83,Verschiedene Waren aus unedlen Metallen,23000,0
Komoren,WA84,"Maschinen, Apparate, mechanische Geräte",4892000,0
Komoren,WA85,Elektrotechnische Erzeugnisse,1177000,8000
Komoren,WA86,Schienenfahrzeuge,0,0
Komoren,WA87,"Kraftfahrzeuge, Landfahrzeuge",720000,0
Komoren,WA88,"Luftfahrzeuge, Raumfahrzeuge",0,0
Komoren,WA89,Wasserfahrzeuge,3801000,0
Komoren,WA90,"Optische, photografische usw. Erzeugnisse",1068000,0
Komoren,WA91,Uhrmacherwaren,0,10000
Komoren,WA92,Musikinstrumente,1000,0
Komoren,WA93,Waffen und Munition,0,0
Komoren,WA94,"Möbel, Beleuchtungskörper usw.",45000,0
Komoren,WA95,"Spielzeug, Spiele usw., Sportgeräte",49000,0
Komoren,WA96,Verschiedene Waren,639000,0
Komoren,WA97,"Kunstgegenstände, Sammlungsstücke",0,0
Komoren,WA98,Vollständige Fabrikationsanlagen,0,0
Komoren,WA99,Zusammenstellungen verschiedener Waren,411000,5000
Kongo,WA01,Lebende Tiere,55000,22000
Kongo,WA02,Fleisch,184834000,0
Kongo,WA03,"Fische, Krebs- und Weichtiere",0,59000
Kongo,WA04,"Milch, Milcherzeugnisse, Eier, Honig",4995000,0
Kongo,WA05,Andere Waren tierischen Ursprungs,176000,0
Kongo,WA06,"Pflanzen, Waren des Blumenhandels",0,7000
Kongo,WA07,"Gemüse, Pflanzen für Ernährung",2000,0
Kongo,WA08,Genießbare Früchte und Nüsse,0,0
Kongo,WA09,"Kaffee, Tee, Mate, Gewürze",13000,26941000
Kongo,WA10,Getreide,29030000,0
Kongo,WA11,"Müllereierzeugnisse, Malz usw.",20038000,0
Kongo,WA12,"Ölsamen usw., Heilpflanzen usw.",168000,15000
Kongo,WA13,"Schellack, Gummen, Harz, Pflanzensaft",4204000,0
Kongo,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,0,0
Kongo,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",31000,0
Kongo,WA16,"Zubereitungen von Fleisch, Fisch usw.",8000,0
Kongo,WA17,Zucker und Zuckerwaren,361000,0
Kongo,WA18,Kakao und Zubereitungen aus Kakao,217000,31095000
Kongo,WA19,"Zubereitungen aus Getreide usw., Backwaren",563000,0
Kongo,WA20,"Zubereitungen von Gemüse, Früchten usw.",724000,0
Kongo,WA21,Verschiedene Lebensmittelzubereitungen,2501000,1000
Kongo,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",12384000,17000
Kongo,WA23,"Rückstände der Lebensmittelindustrie, Futter",227000,0
Kongo,WA24,Tabak,189000,162000
Kongo,WA25,"Salz, Schwefel, Steine, Erden usw.",4767000,4000
Kongo,WA26,"Erze, Schlacken, Aschen",171000,19083000
Kongo,WA27,Mineralische Brennstoffe usw.,524000,253612000
Kongo,WA28,Anorganische chemische Erzeugnisse,3017000,7000
Kongo,WA29,Organische chemische Erzeugnisse,6974000,103000
Kongo,WA30,Pharmazeutische Erzeugnisse,8478000,177000
Kongo,WA31,Düngemittel,2762000,0
Kongo,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",4152000,0
Kongo,WA33,"Etherische Öle, Riech-, Schönheitsmittel",4822000,9000
Kongo,WA34,"Seifen, Waschmittel usw.",4502000,1000
Kongo,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",6362000,332000
Kongo,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Kongo,WA37,Photochemische Erzeugnisse,458000,0
Kongo,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,10866000,0
Kongo,WA39,Kunststoffe und Waren daraus,18566000,166000
Kongo,WA40,Kautschuk und Waren daraus,5474000,12196000
Kongo,WA41,"Häute, Felle, Leder",0,0
Kongo,WA42,"Lederwaren, Sattlerwaren",1343000,1000
Kongo,WA43,"Pelzfelle, künstliches Pelzwerk",0,0
Kongo,WA44,"Holz, Holzwaren, Holzkohle",442000,120221000
Kongo,WA45,"Kork, Korkwaren",11000,0
Kongo,WA46,"Flechtwaren, Korbmacherwaren",4000,0
Kongo,WA47,"Halbstoffe aus Holz usw., Papierabfall",6000,0
Kongo,WA48,"Papier, Pappe und Waren daraus",22896000,10000
Kongo,WA49,"Bücher, Zeitungen, Bilddrucke usw.",10533000,127000
Kongo,WA50,Seide,0,0
Kongo,WA51,"Wolle, feine und grobe Tierhaare",0,0
Kongo,WA52,Baumwolle,4000,0
Kongo,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Kongo,WA54,Synthetisches oder künstliches Filament,14000,0
Kongo,WA55,Synthetische oder künstliche Spinnfaser,5945000,0
Kongo,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",139000,0
Kongo,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",194000,0
Kongo,WA58,"Spezialgewebe, Spitzen, Tapisserien",2000,0
Kongo,WA59,"Getränkte, bestrichene usw. Gewebe",754000,1000
Kongo,WA60,Gewirke und Gestricke,0,0
Kongo,WA61,"Bekleidung usw. aus Gewirken, Gestricken",345000,13000
Kongo,WA62,"Andere Bekleidung, Bekleidungszubehör",899000,30000
Kongo,WA63,"Andere Konfektion, Spinnstoffwaren usw.",49106000,0
Kongo,WA64,"Schuhe, Gamaschen, ähnliche Waren",405000,0
Kongo,WA65,Kopfbedeckungen und Teile davon,85000,1000
Kongo,WA66,"Schirme, Gehstöcke usw., Peitschen",14000,0
Kongo,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,1000
Kongo,WA68,"Waren aus Steinen, Gips, Zement usw.",1170000,4000
Kongo,WA69,Keramische Waren,3962000,0
Kongo,WA70,Glas und Glaswaren,2238000,0
Kongo,WA71,"Perlen, Edelsteine, Edelmetalle",316000,3048000
Kongo,WA72,Eisen und Stahl,4250000,209000
Kongo,WA73,Waren aus Eisen oder Stahl,97329000,106000
Kongo,WA74,Kupfer und Waren daraus,360000,292440000
Kongo,WA75,Nickel und Waren daraus,5324000,0
Kongo,WA76,Aluminium und Waren daraus,6014000,810000
Kongo,WA78,Blei und Waren daraus,34000,8000
Kongo,WA79,Zink und Waren daraus,10000,6000
Kongo,WA80,Zinn und Waren daraus,0,2958000
Kongo,WA81,"Andere unedle Metalle, Cermets usw.",316000,0
Kongo,WA82,"Werkzeuge, Schneidwaren, Essbestecke",4552000,35000
Kongo,WA83,Verschiedene Waren aus unedlen Metallen,1168000,3000
Kongo,WA84,"Maschinen, Apparate, mechanische Geräte",248408000,1785000
Kongo,WA85,Elektrotechnische Erzeugnisse,72709000,1792000
Kongo,WA86,Schienenfahrzeuge,262000,4000
Kongo,WA87,"Kraftfahrzeuge, Landfahrzeuge",169944000,430000
Kongo,WA88,"Luftfahrzeuge, Raumfahrzeuge",5986000,568000
Kongo,WA89,Wasserfahrzeuge,892000,1000
Kongo,WA90,"Optische, photografische usw. Erzeugnisse",45712000,1919000
Kongo,WA91,Uhrmacherwaren,313000,33000
Kongo,WA92,Musikinstrumente,31000,0
Kongo,WA93,Waffen und Munition,8000,0
Kongo,WA94,"Möbel, Beleuchtungskörper usw.",3012000,14000
Kongo,WA95,"Spielzeug, Spiele usw., Sportgeräte",544000,1000
Kongo,WA96,Verschiedene Waren,6145000,2000
Kongo,WA97,"Kunstgegenstände, Sammlungsstücke",29000,88000
Kongo,WA98,Vollständige Fabrikationsanlagen,7768000,0
Kongo,WA99,Zusammenstellungen verschiedener Waren,68708000,9586000
Kosovo (ab 06/2005),WA01,Lebende Tiere,7523000,1000
Kosovo (ab 06/2005),WA02,Fleisch,17899000,0
Kosovo (ab 06/2005),WA03,"Fische, Krebs- und Weichtiere",258000,0
Kosovo (ab 06/2005),WA04,"Milch, Milcherzeugnisse, Eier, Honig",221435000,0
Kosovo (ab 06/2005),WA05,Andere Waren tierischen Ursprungs,3895000,0
Kosovo (ab 06/2005),WA06,"Pflanzen, Waren des Blumenhandels",898000,80000
Kosovo (ab 06/2005),WA07,"Gemüse, Pflanzen für Ernährung",5408000,13694000
Kosovo (ab 06/2005),WA08,Genießbare Früchte und Nüsse,1922000,20483000
Kosovo (ab 06/2005),WA09,"Kaffee, Tee, Mate, Gewürze",1653000,11710000
Kosovo (ab 06/2005),WA10,Getreide,113000,12000
Kosovo (ab 06/2005),WA11,"Müllereierzeugnisse, Malz usw.",6916000,473000
Kosovo (ab 06/2005),WA12,"Ölsamen usw., Heilpflanzen usw.",4940000,20425000
Kosovo (ab 06/2005),WA13,"Schellack, Gummen, Harz, Pflanzensaft",638000,5000
Kosovo (ab 06/2005),WA14,Flechtstoffe usw. pflanzlichen Ursprungs,23000,0
Kosovo (ab 06/2005),WA15,"Tierische und pflanzliche Fette, Öle, Wachs",2111000,2014000
Kosovo (ab 06/2005),WA16,"Zubereitungen von Fleisch, Fisch usw.",9360000,232000
Kosovo (ab 06/2005),WA17,Zucker und Zuckerwaren,5873000,1162000
Kosovo (ab 06/2005),WA18,Kakao und Zubereitungen aus Kakao,33916000,897000
Kosovo (ab 06/2005),WA19,"Zubereitungen aus Getreide usw., Backwaren",71292000,1760000
Kosovo (ab 06/2005),WA20,"Zubereitungen von Gemüse, Früchten usw.",30125000,16310000
Kosovo (ab 06/2005),WA21,Verschiedene Lebensmittelzubereitungen,71411000,482000
Kosovo (ab 06/2005),WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",22245000,15420000
Kosovo (ab 06/2005),WA23,"Rückstände der Lebensmittelindustrie, Futter",7276000,14000
Kosovo (ab 06/2005),WA24,Tabak,215145000,0
Kosovo (ab 06/2005),WA25,"Salz, Schwefel, Steine, Erden usw.",1056000,326000
Kosovo (ab 06/2005),WA26,"Erze, Schlacken, Aschen",1000,20037000
Kosovo (ab 06/2005),WA27,Mineralische Brennstoffe usw.,47055000,0
Kosovo (ab 06/2005),WA28,Anorganische chemische Erzeugnisse,1166000,17000
Kosovo (ab 06/2005),WA29,Organische chemische Erzeugnisse,21009000,0
Kosovo (ab 06/2005),WA30,Pharmazeutische Erzeugnisse,68368000,14000
Kosovo (ab 06/2005),WA31,Düngemittel,950000,148000
Kosovo (ab 06/2005),WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",22574000,8883000
Kosovo (ab 06/2005),WA33,"Etherische Öle, Riech-, Schönheitsmittel",30652000,142000
Kosovo (ab 06/2005),WA34,"Seifen, Waschmittel usw.",35268000,1700000
Kosovo (ab 06/2005),WA35,"Eiweißstoffe, Klebstoffe, Enzyme",6462000,98000
