Land,Code,Label,Ausfuhr: Wert,Einfuhr: Wert
Demokratische Volksrepublik Laos,WA43,"Pelzfelle, künstliches Pelzwerk",2000,0
Demokratische Volksrepublik Laos,WA44,"Holz, Holzwaren, Holzkohle",243000,495000
Demokratische Volksrepublik Laos,WA45,"Kork, Korkwaren",0,0
Demokratische Volksrepublik Laos,WA46,"Flechtwaren, Korbmacherwaren",0,0
Demokratische Volksrepublik Laos,WA47,"Halbstoffe aus Holz usw., Papierabfall",197000,0
Demokratische Volksrepublik Laos,WA48,"Papier, Pappe und Waren daraus",776000,93000
Demokratische Volksrepublik Laos,WA49,"Bücher, Zeitungen, Bilddrucke usw.",372000,143000
Demokratische Volksrepublik Laos,WA50,Seide,0,3000
Demokratische Volksrepublik Laos,WA51,"Wolle, feine und grobe Tierhaare",8000,2000
Demokratische Volksrepublik Laos,WA52,Baumwolle,57000,9000
Demokratische Volksrepublik Laos,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,3000
Demokratische Volksrepublik Laos,WA54,Synthetisches oder künstliches Filament,67000,0
Demokratische Volksrepublik Laos,WA55,Synthetische oder künstliche Spinnfaser,1356000,0
Demokratische Volksrepublik Laos,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",66000,27000
Demokratische Volksrepublik Laos,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",0,0
Demokratische Volksrepublik Laos,WA58,"Spezialgewebe, Spitzen, Tapisserien",266000,0
Demokratische Volksrepublik Laos,WA59,"Getränkte, bestrichene usw. Gewebe",1058000,0
Demokratische Volksrepublik Laos,WA60,Gewirke und Gestricke,3628000,4000
Demokratische Volksrepublik Laos,WA61,"Bekleidung usw. aus Gewirken, Gestricken",387000,434963000
Demokratische Volksrepublik Laos,WA62,"Andere Bekleidung, Bekleidungszubehör",101000,802905000
Demokratische Volksrepublik Laos,WA63,"Andere Konfektion, Spinnstoffwaren usw.",27000,5188000
Demokratische Volksrepublik Laos,WA64,"Schuhe, Gamaschen, ähnliche Waren",18000,107444000
Demokratische Volksrepublik Laos,WA65,Kopfbedeckungen und Teile davon,1000,922000
Demokratische Volksrepublik Laos,WA66,"Schirme, Gehstöcke usw., Peitschen",2000,0
Demokratische Volksrepublik Laos,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Demokratische Volksrepublik Laos,WA68,"Waren aus Steinen, Gips, Zement usw.",657000,0
Demokratische Volksrepublik Laos,WA69,Keramische Waren,778000,0
Demokratische Volksrepublik Laos,WA70,Glas und Glaswaren,469000,0
Demokratische Volksrepublik Laos,WA71,"Perlen, Edelsteine, Edelmetalle",111000,118000
Demokratische Volksrepublik Laos,WA72,Eisen und Stahl,371000,1265000
Demokratische Volksrepublik Laos,WA73,Waren aus Eisen oder Stahl,12080000,2000
Demokratische Volksrepublik Laos,WA74,Kupfer und Waren daraus,382000,3046000
Demokratische Volksrepublik Laos,WA75,Nickel und Waren daraus,2000,0
Demokratische Volksrepublik Laos,WA76,Aluminium und Waren daraus,666000,9000
Demokratische Volksrepublik Laos,WA78,Blei und Waren daraus,7000,0
Demokratische Volksrepublik Laos,WA79,Zink und Waren daraus,5000,0
Demokratische Volksrepublik Laos,WA80,Zinn und Waren daraus,0,0
Demokratische Volksrepublik Laos,WA81,"Andere unedle Metalle, Cermets usw.",1304000,10929000
Demokratische Volksrepublik Laos,WA82,"Werkzeuge, Schneidwaren, Essbestecke",711000,0
Demokratische Volksrepublik Laos,WA83,Verschiedene Waren aus unedlen Metallen,1637000,114000
Demokratische Volksrepublik Laos,WA84,"Maschinen, Apparate, mechanische Geräte",251227000,1684000
Demokratische Volksrepublik Laos,WA85,Elektrotechnische Erzeugnisse,66609000,112489000
Demokratische Volksrepublik Laos,WA86,Schienenfahrzeuge,1264000,0
Demokratische Volksrepublik Laos,WA87,"Kraftfahrzeuge, Landfahrzeuge",75848000,189000
Demokratische Volksrepublik Laos,WA88,"Luftfahrzeuge, Raumfahrzeuge",89307000,0
Demokratische Volksrepublik Laos,WA89,Wasserfahrzeuge,0,0
Demokratische Volksrepublik Laos,WA90,"Optische, photografische usw. Erzeugnisse",25886000,143000
Demokratische Volksrepublik Laos,WA91,Uhrmacherwaren,75000,0
Demokratische Volksrepublik Laos,WA92,Musikinstrumente,9000,13000
Demokratische Volksrepublik Laos,WA93,Waffen und Munition,255000,0
Demokratische Volksrepublik Laos,WA94,"Möbel, Beleuchtungskörper usw.",1261000,1000
Demokratische Volksrepublik Laos,WA95,"Spielzeug, Spiele usw., Sportgeräte",180000,701000
Demokratische Volksrepublik Laos,WA96,Verschiedene Waren,3407000,11000
Demokratische Volksrepublik Laos,WA97,"Kunstgegenstände, Sammlungsstücke",372000,30000
Demokratische Volksrepublik Laos,WA98,Vollständige Fabrikationsanlagen,0,0
Demokratische Volksrepublik Laos,WA99,Zusammenstellungen verschiedener Waren,6746000,789000
Dominica,WA01,Lebende Tiere,0,0
Dominica,WA02,Fleisch,0,0
Dominica,WA03,"Fische, Krebs- und Weichtiere",0,1000
Dominica,WA04,"Milch, Milcherzeugnisse, Eier, Honig",1293000,69000
Dominica,WA05,Andere Waren tierischen Ursprungs,0,0
Dominica,WA06,"Pflanzen, Waren des Blumenhandels",0,117000
Dominica,WA07,"Gemüse, Pflanzen für Ernährung",0,1000
Dominica,WA08,Genießbare Früchte und Nüsse,0,937000
Dominica,WA09,"Kaffee, Tee, Mate, Gewürze",0,26000
Dominica,WA10,Getreide,0,0
Dominica,WA11,"Müllereierzeugnisse, Malz usw.",10000,30000
Dominica,WA12,"Ölsamen usw., Heilpflanzen usw.",6000,3000
Dominica,WA13,"Schellack, Gummen, Harz, Pflanzensaft",400000,5000
Dominica,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,0,0
Dominica,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",0,194000
Dominica,WA16,"Zubereitungen von Fleisch, Fisch usw.",0,0
Dominica,WA17,Zucker und Zuckerwaren,24000,12000
Dominica,WA18,Kakao und Zubereitungen aus Kakao,0,30000
Dominica,WA19,"Zubereitungen aus Getreide usw., Backwaren",0,49000
Dominica,WA20,"Zubereitungen von Gemüse, Früchten usw.",113000,190000
Dominica,WA21,Verschiedene Lebensmittelzubereitungen,20000,259000
Dominica,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",704000,20000
Dominica,WA23,"Rückstände der Lebensmittelindustrie, Futter",0,0
Dominica,WA24,Tabak,58000,14000
Dominica,WA25,"Salz, Schwefel, Steine, Erden usw.",105000,0
Dominica,WA26,"Erze, Schlacken, Aschen",0,0
Dominica,WA27,Mineralische Brennstoffe usw.,264000,0
Dominica,WA28,Anorganische chemische Erzeugnisse,48000,0
Dominica,WA29,Organische chemische Erzeugnisse,55000,0
Dominica,WA30,Pharmazeutische Erzeugnisse,235000,0
Dominica,WA31,Düngemittel,0,0
Dominica,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",319000,0
Dominica,WA33,"Etherische Öle, Riech-, Schönheitsmittel",26000,451000
Dominica,WA34,"Seifen, Waschmittel usw.",100000,3000
Dominica,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",2000,0
Dominica,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Dominica,WA37,Photochemische Erzeugnisse,8000,0
Dominica,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,429000,0
Dominica,WA39,Kunststoffe und Waren daraus,489000,32000
Dominica,WA40,Kautschuk und Waren daraus,301000,0
Dominica,WA41,"Häute, Felle, Leder",9000,0
Dominica,WA42,"Lederwaren, Sattlerwaren",48000,1000
Dominica,WA43,"Pelzfelle, künstliches Pelzwerk",0,0
Dominica,WA44,"Holz, Holzwaren, Holzkohle",99000,0
Dominica,WA45,"Kork, Korkwaren",0,0
Dominica,WA46,"Flechtwaren, Korbmacherwaren",2000,0
Dominica,WA47,"Halbstoffe aus Holz usw., Papierabfall",0,0
Dominica,WA48,"Papier, Pappe und Waren daraus",47000,0
Dominica,WA49,"Bücher, Zeitungen, Bilddrucke usw.",31000,3000
Dominica,WA50,Seide,4000,0
Dominica,WA51,"Wolle, feine und grobe Tierhaare",0,0
Dominica,WA52,Baumwolle,1000,0
Dominica,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",3000,0
Dominica,WA54,Synthetisches oder künstliches Filament,3000,0
Dominica,WA55,Synthetische oder künstliche Spinnfaser,4000,0
Dominica,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",15000,0
Dominica,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",17000,0
Dominica,WA58,"Spezialgewebe, Spitzen, Tapisserien",12000,0
Dominica,WA59,"Getränkte, bestrichene usw. Gewebe",38000,0
Dominica,WA60,Gewirke und Gestricke,0,0
Dominica,WA61,"Bekleidung usw. aus Gewirken, Gestricken",87000,27000
Dominica,WA62,"Andere Bekleidung, Bekleidungszubehör",43000,34000
Dominica,WA63,"Andere Konfektion, Spinnstoffwaren usw.",104000,42000
Dominica,WA64,"Schuhe, Gamaschen, ähnliche Waren",433000,155000
Dominica,WA65,Kopfbedeckungen und Teile davon,14000,2000
Dominica,WA66,"Schirme, Gehstöcke usw., Peitschen",1000,0
Dominica,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Dominica,WA68,"Waren aus Steinen, Gips, Zement usw.",182000,0
Dominica,WA69,Keramische Waren,110000,0
Dominica,WA70,Glas und Glaswaren,59000,0
Dominica,WA71,"Perlen, Edelsteine, Edelmetalle",19000,104000
Dominica,WA72,Eisen und Stahl,67000,0
Dominica,WA73,Waren aus Eisen oder Stahl,305000,13000
Dominica,WA74,Kupfer und Waren daraus,106000,152000
Dominica,WA75,Nickel und Waren daraus,0,0
Dominica,WA76,Aluminium und Waren daraus,331000,3000
Dominica,WA78,Blei und Waren daraus,0,0
Dominica,WA79,Zink und Waren daraus,6000,0
Dominica,WA80,Zinn und Waren daraus,0,0
Dominica,WA81,"Andere unedle Metalle, Cermets usw.",0,0
Dominica,WA82,"Werkzeuge, Schneidwaren, Essbestecke",229000,0
Dominica,WA83,Verschiedene Waren aus unedlen Metallen,154000,0
Dominica,WA84,"Maschinen, Apparate, mechanische Geräte",4384000,278000
Dominica,WA85,Elektrotechnische Erzeugnisse,2455000,170000
Dominica,WA86,Schienenfahrzeuge,1000,0
Dominica,WA87,"Kraftfahrzeuge, Landfahrzeuge",369000,12000
Dominica,WA88,"Luftfahrzeuge, Raumfahrzeuge",314000,0
Dominica,WA89,Wasserfahrzeuge,0,0
Dominica,WA90,"Optische, photografische usw. Erzeugnisse",1505000,93000
Dominica,WA91,Uhrmacherwaren,0,0
Dominica,WA92,Musikinstrumente,1000,0
Dominica,WA93,Waffen und Munition,5000,0
Dominica,WA94,"Möbel, Beleuchtungskörper usw.",497000,30000
Dominica,WA95,"Spielzeug, Spiele usw., Sportgeräte",44000,132000
Dominica,WA96,Verschiedene Waren,150000,0
Dominica,WA97,"Kunstgegenstände, Sammlungsstücke",0,0
Dominica,WA98,Vollständige Fabrikationsanlagen,0,0
Dominica,WA99,Zusammenstellungen verschiedener Waren,369000,277000
Dominikanische Republik,WA01,Lebende Tiere,4000,0
Dominikanische Republik,WA02,Fleisch,16351000,0
Dominikanische Republik,WA03,"Fische, Krebs- und Weichtiere",12047000,337000
Dominikanische Republik,WA04,"Milch, Milcherzeugnisse, Eier, Honig",394435000,118000
Dominikanische Republik,WA05,Andere Waren tierischen Ursprungs,850000,17000
Dominikanische Republik,WA06,"Pflanzen, Waren des Blumenhandels",302000,3508000
Dominikanische Republik,WA07,"Gemüse, Pflanzen für Ernährung",12779000,30818000
Dominikanische Republik,WA08,Genießbare Früchte und Nüsse,2396000,1187836000
Dominikanische Republik,WA09,"Kaffee, Tee, Mate, Gewürze",2960000,9261000
Dominikanische Republik,WA10,Getreide,4993000,0
Dominikanische Republik,WA11,"Müllereierzeugnisse, Malz usw.",23336000,134000
Dominikanische Republik,WA12,"Ölsamen usw., Heilpflanzen usw.",2353000,1273000
Dominikanische Republik,WA13,"Schellack, Gummen, Harz, Pflanzensaft",5126000,23000
Dominikanische Republik,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,3000,36000
Dominikanische Republik,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",2879000,464000
Dominikanische Republik,WA16,"Zubereitungen von Fleisch, Fisch usw.",7147000,0
Dominikanische Republik,WA17,Zucker und Zuckerwaren,2913000,405000
Dominikanische Republik,WA18,Kakao und Zubereitungen aus Kakao,11862000,182422000
Dominikanische Republik,WA19,"Zubereitungen aus Getreide usw., Backwaren",16163000,41000
Dominikanische Republik,WA20,"Zubereitungen von Gemüse, Früchten usw.",21064000,1492000
Dominikanische Republik,WA21,Verschiedene Lebensmittelzubereitungen,30549000,5380000
Dominikanische Republik,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",45346000,60411000
Dominikanische Republik,WA23,"Rückstände der Lebensmittelindustrie, Futter",2822000,8000
Dominikanische Republik,WA24,Tabak,25463000,443866000
Dominikanische Republik,WA25,"Salz, Schwefel, Steine, Erden usw.",2403000,123000
Dominikanische Republik,WA26,"Erze, Schlacken, Aschen",60000,2581000
Dominikanische Republik,WA27,Mineralische Brennstoffe usw.,75754000,12000
Dominikanische Republik,WA28,Anorganische chemische Erzeugnisse,24133000,1000
Dominikanische Republik,WA29,Organische chemische Erzeugnisse,48105000,3428000
Dominikanische Republik,WA30,Pharmazeutische Erzeugnisse,85233000,165477000
Dominikanische Republik,WA31,Düngemittel,30661000,8000
Dominikanische Republik,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",40380000,3631000
Dominikanische Republik,WA33,"Etherische Öle, Riech-, Schönheitsmittel",27790000,4696000
Dominikanische Republik,WA34,"Seifen, Waschmittel usw.",39558000,101000
Dominikanische Republik,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",25042000,0
Dominikanische Republik,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",29000,0
Dominikanische Republik,WA37,Photochemische Erzeugnisse,2727000,1000
Dominikanische Republik,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,74889000,19000
Dominikanische Republik,WA39,Kunststoffe und Waren daraus,246872000,41383000
Dominikanische Republik,WA40,Kautschuk und Waren daraus,33787000,62000
Dominikanische Republik,WA41,"Häute, Felle, Leder",29044000,11062000
Dominikanische Republik,WA42,"Lederwaren, Sattlerwaren",3934000,2102000
Dominikanische Republik,WA43,"Pelzfelle, künstliches Pelzwerk",4000,0
Dominikanische Republik,WA44,"Holz, Holzwaren, Holzkohle",2497000,210000
Dominikanische Republik,WA45,"Kork, Korkwaren",15000,0
Dominikanische Republik,WA46,"Flechtwaren, Korbmacherwaren",41000,0
Dominikanische Republik,WA47,"Halbstoffe aus Holz usw., Papierabfall",2405000,149000
Dominikanische Republik,WA48,"Papier, Pappe und Waren daraus",80273000,879000
Dominikanische Republik,WA49,"Bücher, Zeitungen, Bilddrucke usw.",44245000,401000
Dominikanische Republik,WA50,Seide,0,0
Dominikanische Republik,WA51,"Wolle, feine und grobe Tierhaare",1764000,48000
Dominikanische Republik,WA52,Baumwolle,37609000,87000
Dominikanische Republik,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",431000,240000
Dominikanische Republik,WA54,Synthetisches oder künstliches Filament,2533000,15000
Dominikanische Republik,WA55,Synthetische oder künstliche Spinnfaser,7440000,76000
Dominikanische Republik,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",33602000,191000
Dominikanische Republik,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",331000,0
Dominikanische Republik,WA58,"Spezialgewebe, Spitzen, Tapisserien",8597000,6289000
Dominikanische Republik,WA59,"Getränkte, bestrichene usw. Gewebe",8241000,1726000
Dominikanische Republik,WA60,Gewirke und Gestricke,8175000,3000
Dominikanische Republik,WA61,"Bekleidung usw. aus Gewirken, Gestricken",8064000,14232000
Dominikanische Republik,WA62,"Andere Bekleidung, Bekleidungszubehör",8605000,84345000
Dominikanische Republik,WA63,"Andere Konfektion, Spinnstoffwaren usw.",3450000,1037000
Dominikanische Republik,WA64,"Schuhe, Gamaschen, ähnliche Waren",9553000,84376000
Dominikanische Republik,WA65,Kopfbedeckungen und Teile davon,643000,1490000
Dominikanische Republik,WA66,"Schirme, Gehstöcke usw., Peitschen",82000,0
Dominikanische Republik,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",15000,1000
Dominikanische Republik,WA68,"Waren aus Steinen, Gips, Zement usw.",32947000,16000
Dominikanische Republik,WA69,Keramische Waren,15668000,48000
Dominikanische Republik,WA70,Glas und Glaswaren,10536000,141000
Dominikanische Republik,WA71,"Perlen, Edelsteine, Edelmetalle",3028000,1655000
Dominikanische Republik,WA72,Eisen und Stahl,7630000,8687000
Dominikanische Republik,WA73,Waren aus Eisen oder Stahl,54665000,908000
Dominikanische Republik,WA74,Kupfer und Waren daraus,48885000,12429000
Dominikanische Republik,WA75,Nickel und Waren daraus,1416000,27858000
Dominikanische Republik,WA76,Aluminium und Waren daraus,49089000,82000
Dominikanische Republik,WA78,Blei und Waren daraus,641000,45000
Dominikanische Republik,WA79,Zink und Waren daraus,815000,0
Dominikanische Republik,WA80,Zinn und Waren daraus,6000,0
Dominikanische Republik,WA81,"Andere unedle Metalle, Cermets usw.",535000,0
Dominikanische Republik,WA82,"Werkzeuge, Schneidwaren, Essbestecke",13593000,167000
Dominikanische Republik,WA83,Verschiedene Waren aus unedlen Metallen,24098000,93000
Dominikanische Republik,WA84,"Maschinen, Apparate, mechanische Geräte",863315000,20014000
Dominikanische Republik,WA85,Elektrotechnische Erzeugnisse,255277000,173380000
Dominikanische Republik,WA86,Schienenfahrzeuge,6093000,127000
Dominikanische Republik,WA87,"Kraftfahrzeuge, Landfahrzeuge",498037000,502000
Dominikanische Republik,WA88,"Luftfahrzeuge, Raumfahrzeuge",2857000,96000
Dominikanische Republik,WA89,Wasserfahrzeuge,999000,20000
Dominikanische Republik,WA90,"Optische, photografische usw. Erzeugnisse",237695000,615581000
Dominikanische Republik,WA91,Uhrmacherwaren,4585000,25000
Dominikanische Republik,WA92,Musikinstrumente,411000,6000
Dominikanische Republik,WA93,Waffen und Munition,494000,0
Dominikanische Republik,WA94,"Möbel, Beleuchtungskörper usw.",15835000,529000
Dominikanische Republik,WA95,"Spielzeug, Spiele usw., Sportgeräte",3024000,285000
Dominikanische Republik,WA96,Verschiedene Waren,24903000,12199000
Dominikanische Republik,WA97,"Kunstgegenstände, Sammlungsstücke",4264000,436000
Dominikanische Republik,WA98,Vollständige Fabrikationsanlagen,41868000,0
Dominikanische Republik,WA99,Zusammenstellungen verschiedener Waren,72481000,21995000
Dschibuti,WA01,Lebende Tiere,0,0
Dschibuti,WA02,Fleisch,6000,0
Dschibuti,WA03,"Fische, Krebs- und Weichtiere",12000,24000
Dschibuti,WA04,"Milch, Milcherzeugnisse, Eier, Honig",2207000,0
Dschibuti,WA05,Andere Waren tierischen Ursprungs,0,0
Dschibuti,WA06,"Pflanzen, Waren des Blumenhandels",0,0
Dschibuti,WA07,"Gemüse, Pflanzen für Ernährung",3000,0
Dschibuti,WA08,Genießbare Früchte und Nüsse,1000,2000
Dschibuti,WA09,"Kaffee, Tee, Mate, Gewürze",3000,1973000
Dschibuti,WA10,Getreide,0,0
Dschibuti,WA11,"Müllereierzeugnisse, Malz usw.",2637000,42000
Dschibuti,WA12,"Ölsamen usw., Heilpflanzen usw.",5000,1000
Dschibuti,WA13,"Schellack, Gummen, Harz, Pflanzensaft",0,0
Dschibuti,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,6000,0
Dschibuti,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",3000,0
Dschibuti,WA16,"Zubereitungen von Fleisch, Fisch usw.",4000,0
Dschibuti,WA17,Zucker und Zuckerwaren,476000,0
Dschibuti,WA18,Kakao und Zubereitungen aus Kakao,73000,2000
Dschibuti,WA19,"Zubereitungen aus Getreide usw., Backwaren",769000,1000
Dschibuti,WA20,"Zubereitungen von Gemüse, Früchten usw.",108000,0
Dschibuti,WA21,Verschiedene Lebensmittelzubereitungen,1931000,0
Dschibuti,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",752000,11000
Dschibuti,WA23,"Rückstände der Lebensmittelindustrie, Futter",0,25000
Dschibuti,WA24,Tabak,109000,0
Dschibuti,WA25,"Salz, Schwefel, Steine, Erden usw.",35000,0
Dschibuti,WA26,"Erze, Schlacken, Aschen",4000,894000
Dschibuti,WA27,Mineralische Brennstoffe usw.,871000,0
Dschibuti,WA28,Anorganische chemische Erzeugnisse,656000,0
Dschibuti,WA29,Organische chemische Erzeugnisse,9434000,0
Dschibuti,WA30,Pharmazeutische Erzeugnisse,3631000,0
Dschibuti,WA31,Düngemittel,156000,0
Dschibuti,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",897000,0
Dschibuti,WA33,"Etherische Öle, Riech-, Schönheitsmittel",32774000,20000
Dschibuti,WA34,"Seifen, Waschmittel usw.",1989000,9000
Dschibuti,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",1904000,0
Dschibuti,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",1000,0
Dschibuti,WA37,Photochemische Erzeugnisse,60000,0
Dschibuti,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,4865000,0
Dschibuti,WA39,Kunststoffe und Waren daraus,5813000,129000
Dschibuti,WA40,Kautschuk und Waren daraus,28315000,126000
Dschibuti,WA41,"Häute, Felle, Leder",1423000,0
Dschibuti,WA42,"Lederwaren, Sattlerwaren",39000,0
Dschibuti,WA43,"Pelzfelle, künstliches Pelzwerk",0,0
Dschibuti,WA44,"Holz, Holzwaren, Holzkohle",135000,0
Dschibuti,WA45,"Kork, Korkwaren",8000,0
Dschibuti,WA46,"Flechtwaren, Korbmacherwaren",4000,1000
Dschibuti,WA47,"Halbstoffe aus Holz usw., Papierabfall",0,0
Dschibuti,WA48,"Papier, Pappe und Waren daraus",1576000,0
Dschibuti,WA49,"Bücher, Zeitungen, Bilddrucke usw.",467000,54000
Dschibuti,WA50,Seide,0,0
Dschibuti,WA51,"Wolle, feine und grobe Tierhaare",0,0
Dschibuti,WA52,Baumwolle,0,0
Dschibuti,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Dschibuti,WA54,Synthetisches oder künstliches Filament,6000,0
Dschibuti,WA55,Synthetische oder künstliche Spinnfaser,0,0
Dschibuti,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",817000,0
Dschibuti,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",5000,0
Dschibuti,WA58,"Spezialgewebe, Spitzen, Tapisserien",19000,0
Dschibuti,WA59,"Getränkte, bestrichene usw. Gewebe",86000,0
Dschibuti,WA60,Gewirke und Gestricke,5000,0
Dschibuti,WA61,"Bekleidung usw. aus Gewirken, Gestricken",196000,1023000
Dschibuti,WA62,"Andere Bekleidung, Bekleidungszubehör",71000,2912000
Dschibuti,WA63,"Andere Konfektion, Spinnstoffwaren usw.",7405000,11000
Dschibuti,WA64,"Schuhe, Gamaschen, ähnliche Waren",384000,586000
Dschibuti,WA65,Kopfbedeckungen und Teile davon,5000,42000
Dschibuti,WA66,"Schirme, Gehstöcke usw., Peitschen",23000,0
Dschibuti,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Dschibuti,WA68,"Waren aus Steinen, Gips, Zement usw.",830000,0
Dschibuti,WA69,Keramische Waren,1076000,0
Dschibuti,WA70,Glas und Glaswaren,662000,1000
Dschibuti,WA71,"Perlen, Edelsteine, Edelmetalle",10000,823000
Dschibuti,WA72,Eisen und Stahl,22000,0
Dschibuti,WA73,Waren aus Eisen oder Stahl,2862000,79000
Dschibuti,WA74,Kupfer und Waren daraus,28000,0
Dschibuti,WA75,Nickel und Waren daraus,3000,0
Dschibuti,WA76,Aluminium und Waren daraus,476000,0
Dschibuti,WA78,Blei und Waren daraus,270000,0
Dschibuti,WA79,Zink und Waren daraus,258000,0
Dschibuti,WA80,Zinn und Waren daraus,51000,0
Dschibuti,WA81,"Andere unedle Metalle, Cermets usw.",9000,0
Dschibuti,WA82,"Werkzeuge, Schneidwaren, Essbestecke",213000,0
Dschibuti,WA83,Verschiedene Waren aus unedlen Metallen,103000,0
Dschibuti,WA84,"Maschinen, Apparate, mechanische Geräte",39065000,30000
Dschibuti,WA85,Elektrotechnische Erzeugnisse,15816000,369000
Dschibuti,WA86,Schienenfahrzeuge,56000,9000
Dschibuti,WA87,"Kraftfahrzeuge, Landfahrzeuge",61213000,5000
Dschibuti,WA88,"Luftfahrzeuge, Raumfahrzeuge",328000,56000
Dschibuti,WA89,Wasserfahrzeuge,0,0
Dschibuti,WA90,"Optische, photografische usw. Erzeugnisse",14073000,44000
Dschibuti,WA91,Uhrmacherwaren,36000,0
Dschibuti,WA92,Musikinstrumente,276000,0
Dschibuti,WA93,Waffen und Munition,2000,0
Dschibuti,WA94,"Möbel, Beleuchtungskörper usw.",1466000,1000
Dschibuti,WA95,"Spielzeug, Spiele usw., Sportgeräte",357000,237000
Dschibuti,WA96,Verschiedene Waren,1255000,0
Dschibuti,WA97,"Kunstgegenstände, Sammlungsstücke",0,0
Dschibuti,WA98,Vollständige Fabrikationsanlagen,99000,0
Dschibuti,WA99,Zusammenstellungen verschiedener Waren,3381000,971000
Dänemark,WA01,Lebende Tiere,196523000,8729217000
Dänemark,WA02,Fleisch,6804901000,10056549000
Dänemark,WA03,"Fische, Krebs- und Weichtiere",1265030000,6062084000
Dänemark,WA04,"Milch, Milcherzeugnisse, Eier, Honig",4542843000,8834942000
Dänemark,WA05,Andere Waren tierischen Ursprungs,642833000,647289000
Dänemark,WA06,"Pflanzen, Waren des Blumenhandels",585817000,1928898000
Dänemark,WA07,"Gemüse, Pflanzen für Ernährung",866052000,504181000
Dänemark,WA08,Genießbare Früchte und Nüsse,1767477000,92139000
Dänemark,WA09,"Kaffee, Tee, Mate, Gewürze",1028438000,44086000
Dänemark,WA10,Getreide,971545000,1863484000
Dänemark,WA11,"Müllereierzeugnisse, Malz usw.",606838000,522500000
Dänemark,WA12,"Ölsamen usw., Heilpflanzen usw.",669128000,1838406000
Dänemark,WA13,"Schellack, Gummen, Harz, Pflanzensaft",579629000,453175000
Dänemark,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,12385000,4056000
Dänemark,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",3396193000,557451000
Dänemark,WA16,"Zubereitungen von Fleisch, Fisch usw.",3680549000,2920517000
Dänemark,WA17,Zucker und Zuckerwaren,1122757000,734579000
Dänemark,WA18,Kakao und Zubereitungen aus Kakao,1973659000,629407000
Dänemark,WA19,"Zubereitungen aus Getreide usw., Backwaren",2880228000,1523887000
Dänemark,WA20,"Zubereitungen von Gemüse, Früchten usw.",1590187000,597951000
Dänemark,WA21,Verschiedene Lebensmittelzubereitungen,1915616000,1644575000
Dänemark,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",2575616000,5952867000
Dänemark,WA23,"Rückstände der Lebensmittelindustrie, Futter",7048424000,1382548000
Dänemark,WA24,Tabak,501477000,1277822000
Dänemark,WA25,"Salz, Schwefel, Steine, Erden usw.",696971000,646992000
Dänemark,WA26,"Erze, Schlacken, Aschen",27451000,27307000
Dänemark,WA27,Mineralische Brennstoffe usw.,11161626000,20347792000
Dänemark,WA28,Anorganische chemische Erzeugnisse,1949438000,221711000
Dänemark,WA29,Organische chemische Erzeugnisse,3766770000,975679000
Dänemark,WA30,Pharmazeutische Erzeugnisse,12215789000,12150215000
Dänemark,WA31,Düngemittel,1643289000,28866000
Dänemark,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",2346474000,1288754000
